POS	iHS	pop	bigpop	gene	x
4113236	-1.57468	GBR	EUR	ADCY9	4113236
4114709	1.19688	GBR	EUR	ADCY9	4114709
4115028	-1.58048	GBR	EUR	ADCY9	4115028
4115493	2.11219	GBR	EUR	ADCY9	4115493
4118391	2.16341	GBR	EUR	ADCY9	4118391
4118462	2.22518	GBR	EUR	ADCY9	4118462
4118686	-2.18381	GBR	EUR	ADCY9	4118686
4118690	-1.49432	GBR	EUR	ADCY9	4118690
4118878	2.29914	GBR	EUR	ADCY9	4118878
4119765	-1.70514	GBR	EUR	ADCY9	4119765
4119916	-1.68278	GBR	EUR	ADCY9	4119916
4120076	0.935656	GBR	EUR	ADCY9	4120076
4120121	-1.2852	GBR	EUR	ADCY9	4120121
4120857	-1.56203	GBR	EUR	ADCY9	4120857
4121921	0.699564	GBR	EUR	ADCY9	4121921
4122223	0.699564	GBR	EUR	ADCY9	4122223
4122923	-1.48896	GBR	EUR	ADCY9	4122923
4123323	1.83284	GBR	EUR	ADCY9	4123323
4123420	1.82751	GBR	EUR	ADCY9	4123420
4123633	1.82751	GBR	EUR	ADCY9	4123633
4124107	1.82498	GBR	EUR	ADCY9	4124107
4124108	2.50633	GBR	EUR	ADCY9	4124108
4124300	1.63968	GBR	EUR	ADCY9	4124300
4124590	-1.1958	GBR	EUR	ADCY9	4124590
4126201	-0.280769	GBR	EUR	ADCY9	4126201
4126202	-1.44563	GBR	EUR	ADCY9	4126202
4126531	0.175735	GBR	EUR	ADCY9	4126531
4126976	0.528705	GBR	EUR	ADCY9	4126976
4127276	0.623518	GBR	EUR	ADCY9	4127276
4128516	0.588677	GBR	EUR	ADCY9	4128516
4128563	0.0591662	GBR	EUR	ADCY9	4128563
4128581	0.483129	GBR	EUR	ADCY9	4128581
4128631	0.483129	GBR	EUR	ADCY9	4128631
4128641	-1.39789	GBR	EUR	ADCY9	4128641
4128843	0.34832	GBR	EUR	ADCY9	4128843
4128953	-1.31952	GBR	EUR	ADCY9	4128953
4129362	-1.51935	GBR	EUR	ADCY9	4129362
4129915	0.452329	GBR	EUR	ADCY9	4129915
4130204	0.452329	GBR	EUR	ADCY9	4130204
4130444	-0.328956	GBR	EUR	ADCY9	4130444
4131574	-1.35541	GBR	EUR	ADCY9	4131574
4131838	0.344357	GBR	EUR	ADCY9	4131838
4131883	-0.500391	GBR	EUR	ADCY9	4131883
4131898	0.398604	GBR	EUR	ADCY9	4131898
4132684	-1.57414	GBR	EUR	ADCY9	4132684
4132777	0.467144	GBR	EUR	ADCY9	4132777
4132922	-0.83181	GBR	EUR	ADCY9	4132922
4133013	0.146185	GBR	EUR	ADCY9	4133013
4133033	0.604122	GBR	EUR	ADCY9	4133033
4133076	0.146185	GBR	EUR	ADCY9	4133076
4134162	0.185305	GBR	EUR	ADCY9	4134162
4134199	-2.0641	GBR	EUR	ADCY9	4134199
4134246	0.351608	GBR	EUR	ADCY9	4134246
4134680	-1.52842	GBR	EUR	ADCY9	4134680
4135260	0.533209	GBR	EUR	ADCY9	4135260
4135294	0.241054	GBR	EUR	ADCY9	4135294
4135295	3.13515	GBR	EUR	ADCY9	4135295
4135350	0.602691	GBR	EUR	ADCY9	4135350
4135418	0.602691	GBR	EUR	ADCY9	4135418
4135562	-0.552352	GBR	EUR	ADCY9	4135562
4135758	-1.91476	GBR	EUR	ADCY9	4135758
4135789	-1.58671	GBR	EUR	ADCY9	4135789
4135835	-2.5494	GBR	EUR	ADCY9	4135835
4135898	-1.35919	GBR	EUR	ADCY9	4135898
4136157	-0.0485118	GBR	EUR	ADCY9	4136157
4136418	-0.341166	GBR	EUR	ADCY9	4136418
4136727	-1.22202	GBR	EUR	ADCY9	4136727
4136871	1.63099	GBR	EUR	ADCY9	4136871
4137262	1.97993	GBR	EUR	ADCY9	4137262
4137730	-1.53426	GBR	EUR	ADCY9	4137730
4137771	-1.23597	GBR	EUR	ADCY9	4137771
4137856	-0.202908	GBR	EUR	ADCY9	4137856
4138378	-1.24386	GBR	EUR	ADCY9	4138378
4140038	-0.991234	GBR	EUR	ADCY9	4140038
4140298	-1.23882	GBR	EUR	ADCY9	4140298
4141127	-1.23934	GBR	EUR	ADCY9	4141127
4141233	-0.95222	GBR	EUR	ADCY9	4141233
4141277	0.0751824	GBR	EUR	ADCY9	4141277
4141728	-0.87564	GBR	EUR	ADCY9	4141728
4143181	-1.97437	GBR	EUR	ADCY9	4143181
4144432	-0.909177	GBR	EUR	ADCY9	4144432
4145164	-0.843363	GBR	EUR	ADCY9	4145164
4145393	-0.941585	GBR	EUR	ADCY9	4145393
4146101	-0.873672	GBR	EUR	ADCY9	4146101
4146695	-0.842349	GBR	EUR	ADCY9	4146695
4147394	-1.03374	GBR	EUR	ADCY9	4147394
4147523	-0.999433	GBR	EUR	ADCY9	4147523
4147630	-0.999433	GBR	EUR	ADCY9	4147630
4148297	-1.05992	GBR	EUR	ADCY9	4148297
4148407	-0.504075	GBR	EUR	ADCY9	4148407
4148434	-0.914642	GBR	EUR	ADCY9	4148434
4148478	-0.311575	GBR	EUR	ADCY9	4148478
4148689	-0.986566	GBR	EUR	ADCY9	4148689
4149095	-0.306244	GBR	EUR	ADCY9	4149095
4149175	-0.96075	GBR	EUR	ADCY9	4149175
4149324	-1.53273	GBR	EUR	ADCY9	4149324
4150427	-0.377225	GBR	EUR	ADCY9	4150427
4150448	-1.18926	GBR	EUR	ADCY9	4150448
4150530	-1.16844	GBR	EUR	ADCY9	4150530
4150690	-1.16844	GBR	EUR	ADCY9	4150690
4151587	-0.922319	GBR	EUR	ADCY9	4151587
4151597	-0.359119	GBR	EUR	ADCY9	4151597
4151999	-2.29231	GBR	EUR	ADCY9	4151999
4152190	-0.902248	GBR	EUR	ADCY9	4152190
4152718	-1.13557	GBR	EUR	ADCY9	4152718
4153153	-2.23194	GBR	EUR	ADCY9	4153153
4153206	-1.12182	GBR	EUR	ADCY9	4153206
4153389	-2.23165	GBR	EUR	ADCY9	4153389
4153524	-1.13556	GBR	EUR	ADCY9	4153524
4153808	-1.09924	GBR	EUR	ADCY9	4153808
4154338	-1.12446	GBR	EUR	ADCY9	4154338
4154536	-1.38174	GBR	EUR	ADCY9	4154536
4154551	0.95643	GBR	EUR	ADCY9	4154551
4154851	-1.13576	GBR	EUR	ADCY9	4154851
4155082	2.39875	GBR	EUR	ADCY9	4155082
4155419	0.0235298	GBR	EUR	ADCY9	4155419
4155538	-0.604982	GBR	EUR	ADCY9	4155538
4155599	0.335801	GBR	EUR	ADCY9	4155599
4155763	-0.939995	GBR	EUR	ADCY9	4155763
4156423	-0.0514264	GBR	EUR	ADCY9	4156423
4156857	0.337424	GBR	EUR	ADCY9	4156857
4157696	-0.803215	GBR	EUR	ADCY9	4157696
4157869	-0.0784975	GBR	EUR	ADCY9	4157869
4160316	-1.03705	GBR	EUR	ADCY9	4160316
4160370	-0.142152	GBR	EUR	ADCY9	4160370
4160538	-1.73501	GBR	EUR	ADCY9	4160538
4161793	1.38647	GBR	EUR	ADCY9	4161793
4162760	-0.516234	GBR	EUR	ADCY9	4162760
4164364	0.0603967	GBR	EUR	ADCY9	4164364
4013467	-0.965658	IBS	EUR	ADCY9	4013467
4014245	0.104152	IBS	EUR	ADCY9	4014245
4014964	0.135705	IBS	EUR	ADCY9	4014964
4015046	-0.0755371	IBS	EUR	ADCY9	4015046
4015313	0.731008	IBS	EUR	ADCY9	4015313
4015316	-0.103517	IBS	EUR	ADCY9	4015316
4015507	0.291561	IBS	EUR	ADCY9	4015507
4015729	2.27775	IBS	EUR	ADCY9	4015729
4016049	0.29346	IBS	EUR	ADCY9	4016049
4016377	0.29346	IBS	EUR	ADCY9	4016377
4016676	0.123504	IBS	EUR	ADCY9	4016676
4019216	0.266854	IBS	EUR	ADCY9	4019216
4019350	-0.113901	IBS	EUR	ADCY9	4019350
4020732	0.145497	IBS	EUR	ADCY9	4020732
4021051	0.105076	IBS	EUR	ADCY9	4021051
4021734	0.136161	IBS	EUR	ADCY9	4021734
4022638	0.116139	IBS	EUR	ADCY9	4022638
4022694	-1.45243	IBS	EUR	ADCY9	4022694
4022703	0.75835	IBS	EUR	ADCY9	4022703
4023553	-0.83157	IBS	EUR	ADCY9	4023553
4024128	-1.30257	IBS	EUR	ADCY9	4024128
4025385	-0.924746	IBS	EUR	ADCY9	4025385
4025986	0.461364	IBS	EUR	ADCY9	4025986
4027423	-0.259273	IBS	EUR	ADCY9	4027423
4027605	-1.02322	IBS	EUR	ADCY9	4027605
4027688	-1.02322	IBS	EUR	ADCY9	4027688
4027749	0.241806	IBS	EUR	ADCY9	4027749
4028039	-0.057773	IBS	EUR	ADCY9	4028039
4028060	-0.374741	IBS	EUR	ADCY9	4028060
4028145	0.320565	IBS	EUR	ADCY9	4028145
4028417	0.217975	IBS	EUR	ADCY9	4028417
4028866	0.0870898	IBS	EUR	ADCY9	4028866
4028877	-0.453982	IBS	EUR	ADCY9	4028877
4029577	-0.140898	IBS	EUR	ADCY9	4029577
4030658	0.396431	IBS	EUR	ADCY9	4030658
4030795	-0.625071	IBS	EUR	ADCY9	4030795
4031348	-0.602849	IBS	EUR	ADCY9	4031348
4031794	0.39598	IBS	EUR	ADCY9	4031794
4031933	0.476279	IBS	EUR	ADCY9	4031933
4032489	0.544574	IBS	EUR	ADCY9	4032489
4032581	0.494355	IBS	EUR	ADCY9	4032581
4032716	0.473749	IBS	EUR	ADCY9	4032716
4033012	-0.316073	IBS	EUR	ADCY9	4033012
4033097	-0.138722	IBS	EUR	ADCY9	4033097
4033436	0.0711363	IBS	EUR	ADCY9	4033436
4033751	1.03084	IBS	EUR	ADCY9	4033751
4033987	0.289798	IBS	EUR	ADCY9	4033987
4034001	0.880428	IBS	EUR	ADCY9	4034001
4034067	-0.335777	IBS	EUR	ADCY9	4034067
4034641	-0.741858	IBS	EUR	ADCY9	4034641
4035068	0.709895	IBS	EUR	ADCY9	4035068
4035166	-0.370997	IBS	EUR	ADCY9	4035166
4035366	0.612314	IBS	EUR	ADCY9	4035366
4035432	-0.394407	IBS	EUR	ADCY9	4035432
4035499	0.609381	IBS	EUR	ADCY9	4035499
4035583	0.615084	IBS	EUR	ADCY9	4035583
4035735	-0.372998	IBS	EUR	ADCY9	4035735
4035897	-0.739588	IBS	EUR	ADCY9	4035897
4036067	-0.941506	IBS	EUR	ADCY9	4036067
4036155	-0.446137	IBS	EUR	ADCY9	4036155
4036286	0.660356	IBS	EUR	ADCY9	4036286
4036338	-0.451812	IBS	EUR	ADCY9	4036338
4036608	0.622398	IBS	EUR	ADCY9	4036608
4037038	0.603614	IBS	EUR	ADCY9	4037038
4037394	-0.289158	IBS	EUR	ADCY9	4037394
4037525	-0.47551	IBS	EUR	ADCY9	4037525
4037568	1.06085	IBS	EUR	ADCY9	4037568
4037918	-0.535863	IBS	EUR	ADCY9	4037918
4038040	0.674004	IBS	EUR	ADCY9	4038040
4038359	1.19555	IBS	EUR	ADCY9	4038359
4038387	-0.531408	IBS	EUR	ADCY9	4038387
4038480	0.53849	IBS	EUR	ADCY9	4038480
4038528	0.53758	IBS	EUR	ADCY9	4038528
4038906	0.744755	IBS	EUR	ADCY9	4038906
4038952	0.679165	IBS	EUR	ADCY9	4038952
4039351	0.855874	IBS	EUR	ADCY9	4039351
4039379	0.705326	IBS	EUR	ADCY9	4039379
4039383	-0.115995	IBS	EUR	ADCY9	4039383
4039593	0.990998	IBS	EUR	ADCY9	4039593
4039968	0.129195	IBS	EUR	ADCY9	4039968
4040192	0.692185	IBS	EUR	ADCY9	4040192
4040219	0.825988	IBS	EUR	ADCY9	4040219
4040360	-0.500944	IBS	EUR	ADCY9	4040360
4041760	0.62437	IBS	EUR	ADCY9	4041760
4041995	0.56828	IBS	EUR	ADCY9	4041995
4042449	1.29253	IBS	EUR	ADCY9	4042449
4042470	0.109652	IBS	EUR	ADCY9	4042470
4042810	-0.47446	IBS	EUR	ADCY9	4042810
4043175	-0.152921	IBS	EUR	ADCY9	4043175
4043241	0.731369	IBS	EUR	ADCY9	4043241
4043980	-0.0416896	IBS	EUR	ADCY9	4043980
4045272	0.425023	IBS	EUR	ADCY9	4045272
4045367	0.153651	IBS	EUR	ADCY9	4045367
4045499	0.743456	IBS	EUR	ADCY9	4045499
4046570	-1.48146	IBS	EUR	ADCY9	4046570
4047118	0.116664	IBS	EUR	ADCY9	4047118
4047217	0.856727	IBS	EUR	ADCY9	4047217
4047700	1.28421	IBS	EUR	ADCY9	4047700
4047746	-0.281805	IBS	EUR	ADCY9	4047746
4048020	0.50292	IBS	EUR	ADCY9	4048020
4048602	-1.0036	IBS	EUR	ADCY9	4048602
4048634	-0.572831	IBS	EUR	ADCY9	4048634
4049365	-1.24982	IBS	EUR	ADCY9	4049365
4049439	-0.954247	IBS	EUR	ADCY9	4049439
4049840	0.103027	IBS	EUR	ADCY9	4049840
4051164	0.358334	IBS	EUR	ADCY9	4051164
4051261	1.5027	IBS	EUR	ADCY9	4051261
4051312	0.26961	IBS	EUR	ADCY9	4051312
4051324	-0.00937535	IBS	EUR	ADCY9	4051324
4051513	1.5719	IBS	EUR	ADCY9	4051513
4052486	0.336722	IBS	EUR	ADCY9	4052486
4052680	0.0257254	IBS	EUR	ADCY9	4052680
4052717	-0.789205	IBS	EUR	ADCY9	4052717
4053015	-0.0112634	IBS	EUR	ADCY9	4053015
4053570	-0.786635	IBS	EUR	ADCY9	4053570
4054028	-0.000864496	IBS	EUR	ADCY9	4054028
4054690	-0.475508	IBS	EUR	ADCY9	4054690
4055431	-1.29661	IBS	EUR	ADCY9	4055431
4055485	-0.0670149	IBS	EUR	ADCY9	4055485
4057133	-0.154979	IBS	EUR	ADCY9	4057133
4057603	0.434443	IBS	EUR	ADCY9	4057603
4057637	1.06905	IBS	EUR	ADCY9	4057637
4057895	0.0496607	IBS	EUR	ADCY9	4057895
4058769	-1.27626	IBS	EUR	ADCY9	4058769
4059439	-0.429036	IBS	EUR	ADCY9	4059439
4059746	-0.233762	IBS	EUR	ADCY9	4059746
4060301	-1.21505	IBS	EUR	ADCY9	4060301
4060335	-0.189711	IBS	EUR	ADCY9	4060335
4060661	0.655555	IBS	EUR	ADCY9	4060661
4060980	0.655642	IBS	EUR	ADCY9	4060980
4061616	-1.16038	IBS	EUR	ADCY9	4061616
4061630	-0.101085	IBS	EUR	ADCY9	4061630
4062436	-0.308196	IBS	EUR	ADCY9	4062436
4062592	-0.272442	IBS	EUR	ADCY9	4062592
4064326	0.0952558	IBS	EUR	ADCY9	4064326
4064339	-1.39546	IBS	EUR	ADCY9	4064339
4064368	-1.34002	IBS	EUR	ADCY9	4064368
4064558	-0.758349	IBS	EUR	ADCY9	4064558
4064798	-0.265392	IBS	EUR	ADCY9	4064798
4064996	-0.641577	IBS	EUR	ADCY9	4064996
4065065	-0.275879	IBS	EUR	ADCY9	4065065
4065184	-0.806994	IBS	EUR	ADCY9	4065184
4065495	-1.94069	IBS	EUR	ADCY9	4065495
4065583	0.247371	IBS	EUR	ADCY9	4065583
4065677	1.05412	IBS	EUR	ADCY9	4065677
4065736	0.669135	IBS	EUR	ADCY9	4065736
4065887	-0.791325	IBS	EUR	ADCY9	4065887
4065992	1.05394	IBS	EUR	ADCY9	4065992
4066061	0.0443323	IBS	EUR	ADCY9	4066061
4066435	-0.784304	IBS	EUR	ADCY9	4066435
4068237	-0.906882	IBS	EUR	ADCY9	4068237
4068342	-1.81088	IBS	EUR	ADCY9	4068342
4068396	-0.86481	IBS	EUR	ADCY9	4068396
4068691	-0.86172	IBS	EUR	ADCY9	4068691
4068813	-0.861294	IBS	EUR	ADCY9	4068813
4069844	-0.807979	IBS	EUR	ADCY9	4069844
4070085	-0.284261	IBS	EUR	ADCY9	4070085
4070333	-0.934362	IBS	EUR	ADCY9	4070333
4070433	-0.934362	IBS	EUR	ADCY9	4070433
4070872	-0.534611	IBS	EUR	ADCY9	4070872
4071722	-0.464159	IBS	EUR	ADCY9	4071722
4073152	0.641006	IBS	EUR	ADCY9	4073152
4073188	-0.435638	IBS	EUR	ADCY9	4073188
4073670	-1.61899	IBS	EUR	ADCY9	4073670
4073842	-0.632277	IBS	EUR	ADCY9	4073842
4075912	-1.59087	IBS	EUR	ADCY9	4075912
4075930	-0.420998	IBS	EUR	ADCY9	4075930
4076047	-1.5293	IBS	EUR	ADCY9	4076047
4076094	-0.751884	IBS	EUR	ADCY9	4076094
4076136	1.06585	IBS	EUR	ADCY9	4076136
4076596	-0.299514	IBS	EUR	ADCY9	4076596
4076676	-0.157911	IBS	EUR	ADCY9	4076676
4076752	-0.129607	IBS	EUR	ADCY9	4076752
4076830	0.317743	IBS	EUR	ADCY9	4076830
4077138	0.292228	IBS	EUR	ADCY9	4077138
4077178	0.511661	IBS	EUR	ADCY9	4077178
4077316	1.45344	IBS	EUR	ADCY9	4077316
4077442	0.944864	IBS	EUR	ADCY9	4077442
4077818	0.014618	IBS	EUR	ADCY9	4077818
4078513	0.942519	IBS	EUR	ADCY9	4078513
4078744	-0.242971	IBS	EUR	ADCY9	4078744
4083361	0.824506	IBS	EUR	ADCY9	4083361
4086861	1.38284	IBS	EUR	ADCY9	4086861
4087512	0.85222	IBS	EUR	ADCY9	4087512
4087631	0.175276	IBS	EUR	ADCY9	4087631
4087976	1.17626	IBS	EUR	ADCY9	4087976
4088191	0.28257	IBS	EUR	ADCY9	4088191
4089074	-0.249739	IBS	EUR	ADCY9	4089074
4089231	0.108904	IBS	EUR	ADCY9	4089231
4091808	0.590704	IBS	EUR	ADCY9	4091808
4092145	0.489122	IBS	EUR	ADCY9	4092145
4092146	0.401117	IBS	EUR	ADCY9	4092146
4093048	0.289906	IBS	EUR	ADCY9	4093048
4093287	-0.63882	IBS	EUR	ADCY9	4093287
4094328	0.255758	IBS	EUR	ADCY9	4094328
4094479	-0.249772	IBS	EUR	ADCY9	4094479
4094794	0.216676	IBS	EUR	ADCY9	4094794
4094924	-0.114163	IBS	EUR	ADCY9	4094924
4095732	-0.575894	IBS	EUR	ADCY9	4095732
4095821	0.579433	IBS	EUR	ADCY9	4095821
4095822	0.579433	IBS	EUR	ADCY9	4095822
4096394	0.00252386	IBS	EUR	ADCY9	4096394
4096511	-0.187625	IBS	EUR	ADCY9	4096511
4097222	0.185171	IBS	EUR	ADCY9	4097222
4100900	-0.413861	IBS	EUR	ADCY9	4100900
4102450	-0.698173	IBS	EUR	ADCY9	4102450
4103871	0.351082	IBS	EUR	ADCY9	4103871
4104299	0.324747	IBS	EUR	ADCY9	4104299
4104512	-0.51714	IBS	EUR	ADCY9	4104512
4104586	-0.426517	IBS	EUR	ADCY9	4104586
4104598	-0.949301	IBS	EUR	ADCY9	4104598
4106786	0.0023993	IBS	EUR	ADCY9	4106786
4106788	-0.565141	IBS	EUR	ADCY9	4106788
4106789	0.309121	IBS	EUR	ADCY9	4106789
4107142	-0.685067	IBS	EUR	ADCY9	4107142
4107990	-0.7303	IBS	EUR	ADCY9	4107990
4108115	0.479359	IBS	EUR	ADCY9	4108115
4108206	-0.564871	IBS	EUR	ADCY9	4108206
4108528	-0.267539	IBS	EUR	ADCY9	4108528
4108907	-0.11783	IBS	EUR	ADCY9	4108907
4109409	-0.133597	IBS	EUR	ADCY9	4109409
4109534	0.924581	IBS	EUR	ADCY9	4109534
4109594	-0.761741	IBS	EUR	ADCY9	4109594
4109664	-0.740262	IBS	EUR	ADCY9	4109664
4110036	-0.389728	IBS	EUR	ADCY9	4110036
4110193	0.967158	IBS	EUR	ADCY9	4110193
4111525	-0.650546	IBS	EUR	ADCY9	4111525
4113236	-0.686619	IBS	EUR	ADCY9	4113236
4114709	-0.132686	IBS	EUR	ADCY9	4114709
4115028	-1.14521	IBS	EUR	ADCY9	4115028
4115493	1.04402	IBS	EUR	ADCY9	4115493
4118391	1.12008	IBS	EUR	ADCY9	4118391
4118462	1.17477	IBS	EUR	ADCY9	4118462
4118686	-1.23331	IBS	EUR	ADCY9	4118686
4118690	-1.31204	IBS	EUR	ADCY9	4118690
4118878	1.41163	IBS	EUR	ADCY9	4118878
4120076	0.526911	IBS	EUR	ADCY9	4120076
4120121	-0.693503	IBS	EUR	ADCY9	4120121
4120857	-1.23698	IBS	EUR	ADCY9	4120857
4121921	0.649034	IBS	EUR	ADCY9	4121921
4122223	0.649034	IBS	EUR	ADCY9	4122223
4122923	-1.5992	IBS	EUR	ADCY9	4122923
4123323	1.19997	IBS	EUR	ADCY9	4123323
4123420	1.19997	IBS	EUR	ADCY9	4123420
4123633	1.21403	IBS	EUR	ADCY9	4123633
4124107	1.1885	IBS	EUR	ADCY9	4124107
4124108	1.54363	IBS	EUR	ADCY9	4124108
4124300	1.172	IBS	EUR	ADCY9	4124300
4124590	-0.796605	IBS	EUR	ADCY9	4124590
4126201	-0.70173	IBS	EUR	ADCY9	4126201
4126202	-1.50945	IBS	EUR	ADCY9	4126202
4126491	-1.35097	IBS	EUR	ADCY9	4126491
4126531	0.467539	IBS	EUR	ADCY9	4126531
4126976	0.308203	IBS	EUR	ADCY9	4126976
4127276	0.430185	IBS	EUR	ADCY9	4127276
4128516	0.390507	IBS	EUR	ADCY9	4128516
4128563	0.0906874	IBS	EUR	ADCY9	4128563
4128581	0.559633	IBS	EUR	ADCY9	4128581
4128631	0.470592	IBS	EUR	ADCY9	4128631
4128641	-1.48141	IBS	EUR	ADCY9	4128641
4128843	0.382717	IBS	EUR	ADCY9	4128843
4128953	-1.49224	IBS	EUR	ADCY9	4128953
4129915	0.475565	IBS	EUR	ADCY9	4129915
4130204	0.475303	IBS	EUR	ADCY9	4130204
4130444	-0.485494	IBS	EUR	ADCY9	4130444
4131838	0.241484	IBS	EUR	ADCY9	4131838
4131883	-1.102	IBS	EUR	ADCY9	4131883
4131898	0.559908	IBS	EUR	ADCY9	4131898
4132684	-0.88923	IBS	EUR	ADCY9	4132684
4132777	0.652008	IBS	EUR	ADCY9	4132777
4132922	-1.90873	IBS	EUR	ADCY9	4132922
4133013	0.110557	IBS	EUR	ADCY9	4133013
4133033	0.597123	IBS	EUR	ADCY9	4133033
4133076	0.0912191	IBS	EUR	ADCY9	4133076
4134162	0.183932	IBS	EUR	ADCY9	4134162
4134199	-1.73102	IBS	EUR	ADCY9	4134199
4134246	0.404828	IBS	EUR	ADCY9	4134246
4134680	-0.887938	IBS	EUR	ADCY9	4134680
4135260	0.237395	IBS	EUR	ADCY9	4135260
4135294	0.421908	IBS	EUR	ADCY9	4135294
4135295	1.88651	IBS	EUR	ADCY9	4135295
4135350	0.374607	IBS	EUR	ADCY9	4135350
4135418	0.317525	IBS	EUR	ADCY9	4135418
4135562	-1.27326	IBS	EUR	ADCY9	4135562
4135758	-1.70678	IBS	EUR	ADCY9	4135758
4135789	-1.0424	IBS	EUR	ADCY9	4135789
4135835	-1.60715	IBS	EUR	ADCY9	4135835
4135898	-2.09427	IBS	EUR	ADCY9	4135898
4136157	-0.21507	IBS	EUR	ADCY9	4136157
4136418	-0.898039	IBS	EUR	ADCY9	4136418
4136727	-1.81882	IBS	EUR	ADCY9	4136727
4136871	1.67159	IBS	EUR	ADCY9	4136871
4137262	1.66775	IBS	EUR	ADCY9	4137262
4137771	-0.817314	IBS	EUR	ADCY9	4137771
4137856	-0.394862	IBS	EUR	ADCY9	4137856
4138378	-1.58754	IBS	EUR	ADCY9	4138378
4140038	-0.631842	IBS	EUR	ADCY9	4140038
4140298	-1.48599	IBS	EUR	ADCY9	4140298
4141127	-1.19141	IBS	EUR	ADCY9	4141127
4141233	-0.638936	IBS	EUR	ADCY9	4141233
4141277	-0.136355	IBS	EUR	ADCY9	4141277
4141728	-0.163235	IBS	EUR	ADCY9	4141728
4143181	-1.54937	IBS	EUR	ADCY9	4143181
4144432	-0.605251	IBS	EUR	ADCY9	4144432
4145164	-1.54662	IBS	EUR	ADCY9	4145164
4145393	-0.870915	IBS	EUR	ADCY9	4145393
4146101	-0.706979	IBS	EUR	ADCY9	4146101
4146695	-1.3848	IBS	EUR	ADCY9	4146695
4147394	-1.01925	IBS	EUR	ADCY9	4147394
4147523	-2.22908	IBS	EUR	ADCY9	4147523
4147630	-2.22908	IBS	EUR	ADCY9	4147630
4148297	-1.03228	IBS	EUR	ADCY9	4148297
4148407	0.190262	IBS	EUR	ADCY9	4148407
4148434	-1.48516	IBS	EUR	ADCY9	4148434
4148478	-0.317773	IBS	EUR	ADCY9	4148478
4148689	-1.5353	IBS	EUR	ADCY9	4148689
4149095	-0.314183	IBS	EUR	ADCY9	4149095
4149175	-1.51467	IBS	EUR	ADCY9	4149175
4149324	-1.94626	IBS	EUR	ADCY9	4149324
4150322	-1.95994	IBS	EUR	ADCY9	4150322
4150427	-0.130465	IBS	EUR	ADCY9	4150427
4150448	-2.10851	IBS	EUR	ADCY9	4150448
4150530	-1.0457	IBS	EUR	ADCY9	4150530
4150690	-1.0457	IBS	EUR	ADCY9	4150690
4151587	-1.63257	IBS	EUR	ADCY9	4151587
4151597	-0.190123	IBS	EUR	ADCY9	4151597
4151999	-2.18881	IBS	EUR	ADCY9	4151999
4152190	-1.64596	IBS	EUR	ADCY9	4152190
4152718	-2.07956	IBS	EUR	ADCY9	4152718
4153153	-2.20151	IBS	EUR	ADCY9	4153153
4153206	-1.01803	IBS	EUR	ADCY9	4153206
4153389	-2.20202	IBS	EUR	ADCY9	4153389
4153524	-2.06183	IBS	EUR	ADCY9	4153524
4153808	-0.977247	IBS	EUR	ADCY9	4153808
4154029	-1.93234	IBS	EUR	ADCY9	4154029
4154338	-2.00104	IBS	EUR	ADCY9	4154338
4154536	-1.57839	IBS	EUR	ADCY9	4154536
4154551	0.974964	IBS	EUR	ADCY9	4154551
4154851	-0.5636	IBS	EUR	ADCY9	4154851
4155082	2.33787	IBS	EUR	ADCY9	4155082
4155419	0.300002	IBS	EUR	ADCY9	4155419
4155538	-0.668542	IBS	EUR	ADCY9	4155538
4155599	0.241495	IBS	EUR	ADCY9	4155599
4155763	-0.266325	IBS	EUR	ADCY9	4155763
4156423	-0.229238	IBS	EUR	ADCY9	4156423
4156857	0.979603	IBS	EUR	ADCY9	4156857
4157696	-0.903881	IBS	EUR	ADCY9	4157696
4157869	-0.870993	IBS	EUR	ADCY9	4157869
4160316	-1.02793	IBS	EUR	ADCY9	4160316
4160370	-0.874649	IBS	EUR	ADCY9	4160370
4160538	-1.88675	IBS	EUR	ADCY9	4160538
4161793	0.98372	IBS	EUR	ADCY9	4161793
4162760	-1.20507	IBS	EUR	ADCY9	4162760
4164364	-0.462716	IBS	EUR	ADCY9	4164364
4013144	-1.04807	CHB	EAS	ADCY9	4013144
4013335	-0.204118	CHB	EAS	ADCY9	4013335
4013467	-0.640661	CHB	EAS	ADCY9	4013467
4014141	-1.28587	CHB	EAS	ADCY9	4014141
4014245	-0.57311	CHB	EAS	ADCY9	4014245
4014770	-1.31599	CHB	EAS	ADCY9	4014770
4014964	-0.671831	CHB	EAS	ADCY9	4014964
4014982	1.98657	CHB	EAS	ADCY9	4014982
4015046	-0.361257	CHB	EAS	ADCY9	4015046
4015313	-0.174992	CHB	EAS	ADCY9	4015313
4015316	0.879264	CHB	EAS	ADCY9	4015316
4015729	1.37195	CHB	EAS	ADCY9	4015729
4016676	-0.468142	CHB	EAS	ADCY9	4016676
4016943	1.4386	CHB	EAS	ADCY9	4016943
4017270	-0.970711	CHB	EAS	ADCY9	4017270
4017278	-0.970711	CHB	EAS	ADCY9	4017278
4017534	-0.970711	CHB	EAS	ADCY9	4017534
4017685	1.78289	CHB	EAS	ADCY9	4017685
4018425	-1.1533	CHB	EAS	ADCY9	4018425
4019350	0.610387	CHB	EAS	ADCY9	4019350
4019530	-1.19878	CHB	EAS	ADCY9	4019530
4020391	-1.26816	CHB	EAS	ADCY9	4020391
4020732	1.07417	CHB	EAS	ADCY9	4020732
